,id,NN1,NN2,NN3,NU1,NU2,NU3,UN1,UN2,UN3,UU1,UU2,UU3,V41,median,meth
86,Scaffold1010.29039.29039,0,0,0,11.11111111,5.263157895,0,0,0,0,0,0,0,SPU_027288,0,FALSE
87,Scaffold1010.29040.29040,10.63829787,0,0,0,0,0,0,0,0,11.11111111,0,0,SPU_027288,0,FALSE
88,Scaffold1010.29051.29051,0,0,0,0,0,2.777777778,0,0,0,0,0,0,SPU_027288,0,FALSE
89,Scaffold1010.29052.29052,0,0,0,0,0,0,0,0,0,0,6.060606061,0,SPU_027288,0,FALSE
90,Scaffold1010.29081.29081,0,0,0,0,0,0,0,0,0,0,0,0,SPU_027288,0,FALSE
91,Scaffold1010.29094.29094,13.33333333,0,0,9.677419355,17.14285714,4.545454545,20,43.75,0,3.846153846,6.060606061,0,SPU_027288,5.303030303,TRUE
92,Scaffold1013.176313.176313,78.125,97.5,100,100,100,100,93.18181818,100,100,100,100,94.73684211,SPU_000879,100,TRUE
93,Scaffold1013.176320.176320,90.625,95.23809524,100,92.98245614,96.82539683,81.48148148,93.18181818,93.02325581,100,97.95918367,100,100,SPU_000879,96.03174603,TRUE
94,Scaffold1013.176338.176338,100,85.71428571,96.875,100,95.23809524,100,95.45454545,97.6744186,100,100,98.48484848,100,SPU_000879,99.24242424,TRUE
95,Scaffold1013.176339.176339,100,100,100,92.85714286,98.03921569,95.23809524,88.88888889,94.11764706,93.93939394,89.47368421,89.28571429,83.33333333,SPU_000879,94.0285205,TRUE
96,Scaffold1013.176359.176359,93.75,97.61904762,100,100,100,100,100,100,92.30769231,93.87755102,89.39393939,94.73684211,SPU_000879,98.80952381,TRUE
97,Scaffold1013.176360.176360,100,95,100,100,100,100,100,82.35294118,72.72727273,100,89.28571429,91.66666667,SPU_000879,100,TRUE
98,Scaffold1013.176374.176374,75,76.19047619,87.5,100,95.23809524,100,93.18181818,100,92.30769231,95.91836735,84.84848485,94.73684211,SPU_000879,93.95933014,TRUE
99,Scaffold1013.176375.176375,91.66666667,90,92.85714286,100,98.03921569,100,83.33333333,70.58823529,100,100,89.28571429,91.66666667,SPU_000879,92.26190476,TRUE
100,Scaffold1013.176426.176426,91.66666667,100,100,85.71428571,100,100,94.44444444,100,100,100,100,100,SPU_000879,100,TRUE
101,Scaffold1019.136696.136696,9.248554913,4.883227176,5.23255814,3.991596639,8.860759494,7.736389685,6.997084548,3.08056872,4.222648752,3.03030303,5.479452055,8.794788274,SPU_022122,5.356005097,TRUE
102,Scaffold1019.82214.82214,0,0,0,0,0,0,0,0,0,0,0,0,SPU_022125,0,FALSE
103,Scaffold1019.89934.89934,0,0,0,15.15151515,3.773584906,0,5.555555556,5.714285714,0,11.42857143,0,4,SPU_022124,1.886792453,TRUE
104,Scaffold1019.89970.89970,0,0,0,0,1.666666667,0,0,0,0,0,0,0,SPU_022124,0,FALSE
105,Scaffold1019.89990.89990,0,0,0,0,6.451612903,0,0,0,0,0,0,0,SPU_022124,0,FALSE
106,Scaffold1019.90065.90065,2.040816327,0,0,0,0,0,0,0,0,0,1.612903226,0,SPU_022124,0,FALSE
107,Scaffold1019.90070.90070,0,0,0,0,0,0,0,0,0,4.87804878,8.064516129,0,SPU_022124,0,FALSE
108,Scaffold1019.90073.90073,0,0,0,0,0,0,0,0,0,0,0,0,SPU_022124,0,FALSE
109,Scaffold1019.90089.90089,0,0,0,0,0,0,0,0,0,0,0,0,SPU_022124,0,FALSE
110,Scaffold1019.90130.90130,8.333333333,20,14.28571429,16.39344262,5.357142857,14.70588235,5,2.5,9.259259259,3.03030303,15.55555556,6.060606061,SPU_022124,8.796296296,TRUE
111,Scaffold1019.90131.90131,20.40816327,12.90322581,0,3.448275862,11.11111111,0,0,10,0,9.756097561,0,0,SPU_022124,1.724137931,TRUE
112,Scaffold1019.90150.90150,0,0,0,0,0,0,0,0,0,0,0,0,SPU_022124,0,FALSE
113,Scaffold1019.90151.90151,0,0,4.87804878,0,0,0,0,9.090909091,0,2.5,3.488372093,0,SPU_022124,0,FALSE
114,Scaffold1019.90244.90244,3.448275862,0,2.43902439,13.46153846,5.263157895,2.702702703,0,0,9.523809524,2.5,5.813953488,10.71428571,SPU_022124,3.075489282,TRUE
115,Scaffold102.232531.232531,0,33.33333333,0,14.28571429,3.225806452,30,0,0,0,0,23.07692308,25,SPU_007819,1.612903226,TRUE
116,Scaffold102.232554.232554,0,0,0,0,0,0,14.28571429,0,0,0,0,0,SPU_007819,0,FALSE
117,Scaffold102.232638.232638,8.771929825,0,0,0,0,0,0,0,0,0,0,17.07317073,SPU_007819,0,FALSE
118,Scaffold102.232647.232647,0,0,0,0,1.315789474,0,0,0,0,0,0,0,SPU_007819,0,FALSE
119,Scaffold102.232649.232649,0,0,0,0,1.333333333,0,6.666666667,0,0,0,1.219512195,0,SPU_007819,0,FALSE
120,Scaffold102.232690.232690,0,0,0,0,1.315789474,1.960784314,0,0,0,0,0,0,SPU_007819,0,FALSE
121,Scaffold102.232710.232710,0,43.75,0,8.333333333,0,0,54.54545455,0,0,0,0,10.71428571,SPU_007819,0,FALSE
122,Scaffold102.232711.232711,3.571428571,2.040816327,6.818181818,1.5625,3.947368421,0,13.33333333,0,0,6.818181818,1.219512195,7.317073171,SPU_007819,2.806122449,TRUE
123,Scaffold102.232719.232719,0,0,0,0,0,0,0,0,0,0,0,0,SPU_007819,0,FALSE
124,Scaffold102.232722.232722,0,0,0,0,0,0,0,0,0,0,0,0,SPU_007819,0,FALSE
125,Scaffold102.232750.232750,0,0,0,0,0,0,0,0,0,0,0,0,SPU_007819,0,FALSE
126,Scaffold102.232761.232761,0,0,0,0,0,0,0,0,0,0,0,0,SPU_007819,0,FALSE
127,Scaffold102.232763.232763,0,37.5,0,0,0,6.451612903,0,0,0,0,0,0,SPU_007819,0,FALSE
128,Scaffold102.274629.274629,3.333333333,21.42857143,27.27272727,11.32075472,11.62790698,18.96551724,12,8.333333333,0,10.81081081,7.407407407,9.090909091,SPU_007814,11.06578276,TRUE
129,Scaffold102.274642.274642,10,0,0,0,4.651162791,0,0,0,0,0,14.81481481,0,SPU_007814,0,FALSE
130,Scaffold102.274694.274694,0,0,0,0,0,0,0,0,0,0,0,0,SPU_007814,0,FALSE
131,Scaffold102.638614.638614,0,26.66666667,6.451612903,13.04347826,5.405405405,0,15,0,5,11.76470588,16.12903226,0,SPU_013623,5.928509154,TRUE
132,Scaffold102.638621.638621,0,0,6.451612903,34.7826087,0,0,0,0,0,2.941176471,19.35483871,0,SPU_013623,0,FALSE
133,Scaffold102.638628.638628,0,0,0,0,5.405405405,0,0,0,0,0,6.451612903,0,SPU_013623,0,FALSE
134,Scaffold102.638646.638646,0,0,0,0,0,0,0,0,0,0,6.451612903,0,SPU_013623,0,FALSE
135,Scaffold102.638659.638659,0,0,0,0,0,0,0,0,0,0,6.451612903,0,SPU_013623,0,FALSE
136,Scaffold102.638660.638660,0,0,0,0,0,0,0,0,0,3.333333333,3.448275862,0,SPU_013623,0,FALSE
137,Scaffold102.638668.638668,0,0,0,0,0,0,0,0,0,0,6.451612903,0,SPU_013623,0,FALSE
138,Scaffold102.638669.638669,0,0,0,3.225806452,0,7.547169811,0,3.571428571,0,0,0,0,SPU_013623,0,FALSE
139,Scaffold102.638701.638701,0,0,9.677419355,0,0,7.142857143,0,0,0,0,6.451612903,0,SPU_013623,0,FALSE
140,Scaffold102.638702.638702,0,0,0,0,7.142857143,9.259259259,3.703703704,0,0,8.823529412,0,3.333333333,SPU_013623,0,FALSE
141,Scaffold102.638722.638722,0,0,2,0,0,0,0,10.71428571,0,0,0,0,SPU_013623,0,FALSE
142,Scaffold102.638758.638758,0,10.34482759,6,10,0,12.96296296,14.81481481,8.928571429,0,0,3.448275862,6.666666667,SPU_013623,6.333333333,TRUE
143,Scaffold102.81224.81224,87.17948718,97.01492537,99.00990099,94.80519481,100,100,100,96.38554217,100,95.37572254,94.65020576,95.29411765,SPU_003132,96.70023377,TRUE
144,Scaffold1020.85992.85992,0,0,0,0,0,0,0,5.882352941,0,0,0,0,SPU_002931,0,FALSE
145,Scaffold1020.85994.85994,0,0,0,18.18181818,0,0,0,0,0,0,0,20,SPU_002931,0,FALSE
146,Scaffold1020.86001.86001,0,0,0,0,0,0,0,0,0,0,0,0,SPU_002931,0,FALSE
147,Scaffold1020.86003.86003,0,0,0,0,0,0,0,0,50,27.27272727,0,0,SPU_002931,0,FALSE
148,Scaffold1022.38707.38707,0,6.25,3.174603175,10,2.173913043,0,3.703703704,0,0,5.434782609,1.801801802,7.352941176,SPU_017960,2.674258109,TRUE
149,Scaffold1022.38739.38739,0,4.6875,11.11111111,0.833333333,0,0,0,0,0,0,0,0,SPU_017960,0,FALSE
150,Scaffold1022.38745.38745,9.230769231,4.6875,0,0,0,0,2.469135802,0,2.173913043,0,0,0,SPU_017960,0,FALSE
151,Scaffold1022.38748.38748,0,7.8125,3.174603175,1.666666667,2.173913043,2.564102564,0,0,3.260869565,0,0,0,SPU_017960,0.833333333,FALSE
152,Scaffold1022.38778.38778,3.076923077,18.75,9.523809524,6.837606838,5.147058824,13.67521368,11.11111111,3.96039604,10.86956522,9.782608696,14.41441441,13.63636364,SPU_017960,10.32608696,TRUE
153,Scaffold1026.63275.63275,4.347826087,2.777777778,6.451612903,20,9.615384615,12.19512195,0,22.22222222,3.448275862,6.25,10.71428571,16.66666667,SPU_010644,8.033498759,TRUE
154,Scaffold1026.63292.63292,4.347826087,0,0,0,0,9.756097561,0,0,0,0,0,0,SPU_010644,0,FALSE
155,Scaffold1026.63332.63332,0,0,0,0,0,7.317073171,0,0,0,0,0,0,SPU_010644,0,FALSE
156,Scaffold1026.63351.63351,0,0,0,0,3.846153846,0,0,0,3.448275862,15.625,0,0,SPU_010644,0,FALSE
157,Scaffold1027.116318.116318,0,0,0,0,0,0,0,0,0,20,0,0,SPU_003610,0,FALSE
158,Scaffold1028.214669.214669,100,100,100,100,95.69892473,100,100,100,100,98.75,100,100,SPU_020197,100,TRUE
159,Scaffold1028.215652.215652,95.45454545,89.47368421,92,79.41176471,90,88.57142857,83.33333333,83.33333333,100,96.15384615,88.46153846,100,SPU_020197,89.73684211,TRUE
160,Scaffold1028.215654.215654,95.45454545,94.73684211,96,79.41176471,90,88.57142857,95.83333333,100,100,92.30769231,100,100,SPU_020197,95.64393939,TRUE
161,Scaffold1028.215656.215656,95.45454545,94.73684211,96,79.41176471,90,94.28571429,95.83333333,94.44444444,95.45454545,88.46153846,92.30769231,100,SPU_020197,94.59064327,TRUE
162,Scaffold1029.242407.242407,88.57142857,96.25,90.16393443,88,79.03225806,100,74.19354839,85.41666667,90.90909091,95.91836735,100,88,SPU_007475,89.3676815,TRUE
163,Scaffold1029.93630.93630,0,0,0,0,0,0,0,0,0,0,0,0,SPU_018917,0,FALSE
164,Scaffold1029.93663.93663,0,0,0,0,0,0,0,0,0,3.333333333,0,0,SPU_018917,0,FALSE
165,Scaffold1029.93684.93684,0,0,0,0,0,0,0,0,0,0,0,0,SPU_018917,0,FALSE
166,Scaffold1029.93704.93704,4,0,0,2.857142857,3.636363636,24.24242424,30,0,0,0,0,0,SPU_018917,0,FALSE
167,Scaffold103.207421.207421,0,0,0,0,0,0,0,0,0,19.35483871,3.448275862,0,SPU_024883,0,FALSE
168,Scaffold103.207426.207426,0,4.761904762,0,6.25,27.77777778,2.631578947,0,10.52631579,20,19.35483871,10.34482759,10,SPU_024883,8.125,TRUE
169,Scaffold103.724920.724920,0,0,0,0,0,0,0,0,0,5.714285714,0,5.263157895,SPU_028049,0,FALSE
170,Scaffold103.724946.724946,45,0,11.76470588,0,11.11111111,5.263157895,27.27272727,0,11.42857143,14.28571429,26.31578947,26.31578947,SPU_028049,11.59663866,TRUE
171,Scaffold103.738307.738307,8.571428571,10.52631579,0,0,4.651162791,0,7.843137255,11.11111111,19.60784314,6.25,14,14.28571429,SPU_028048,8.207282913,TRUE
172,Scaffold103.738325.738325,0,0,0,0,0,0,0,0,0,0,4,0,SPU_028048,0,FALSE
173,Scaffold103.738326.738326,0,0,4.545454545,1.470588235,3.125,0,0,0,0,0,0,0,SPU_028048,0,FALSE
174,Scaffold103.738327.738327,0,0,2.380952381,0,9.302325581,0,7.843137255,0,7.843137255,0,0,0,SPU_028048,0,FALSE
175,Scaffold103.738328.738328,0,0,0,4.411764706,0,0,0,0,2.083333333,0,0,0,SPU_028048,0,FALSE
176,Scaffold103.738353.738353,0,0,2.380952381,0,0,0,0,0,0,0,0,4.761904762,SPU_028048,0,FALSE
177,Scaffold103.738354.738354,0,0,2.272727273,0,9.375,0,2.702702703,10.20408163,0,0,0,0,SPU_028048,0,FALSE
178,Scaffold103.738359.738359,0,0,0,0,0,0,0,2.127659574,0,0,0,0,SPU_028048,0,FALSE
179,Scaffold103.738360.738360,0,0,0,0,0,1.428571429,0,0,0,9.836065574,0,0,SPU_028048,0,FALSE
180,Scaffold103.738378.738378,0,0,0,0,0,0,0,0,0,0,0,0,SPU_028048,0,FALSE
181,Scaffold103.738379.738379,3.225806452,0,0,4.411764706,12.5,0,0,0,0,0,0,0,SPU_028048,0,FALSE
182,Scaffold103.738401.738401,9.090909091,0,0,6.896551724,0,0,3.921568627,0,0,0,6,0,SPU_028048,0,FALSE
183,Scaffold103.738402.738402,0,5.405405405,0,0,0,4.347826087,0,2.040816327,0,1.639344262,0,0,SPU_028048,0,FALSE
184,Scaffold103.738425.738425,12.90322581,13.51351351,2.325581395,3.076923077,3.125,14.70588235,11.11111111,24.48979592,10.86956522,8.196721311,11.36363636,5.882352941,SPU_028048,10.99033816,TRUE
185,Scaffold103.859144.859144,12.90322581,25,10.81081081,33.33333333,42.85714286,28,12.90322581,20,47.36842105,19.14893617,19.44444444,17.39130435,SPU_026599,19.72222222,TRUE
186,Scaffold103.859161.859161,6.451612903,16.66666667,9.523809524,33.33333333,23.80952381,20.83333333,12.90322581,5,47.36842105,10.63829787,13.88888889,8.695652174,SPU_026599,13.39605735,TRUE
187,Scaffold1030.306993.306993,64.70588235,100,100,89.36170213,94.36619718,100,80.76923077,63.63636364,42.85714286,97.6744186,100,100,SPU_005602,96.02030789,TRUE
188,Scaffold1030.307002.307002,100,100,100,100,100,100,100,100,100,100,100,100,SPU_005602,100,TRUE
189,Scaffold1031.102366.102366,9.090909091,0,0,3.703703704,0,15.78947368,0,0,0,0,0,0,SPU_012488,0,FALSE
190,Scaffold1031.102407.102407,0,0,6.666666667,0,0,0,0,0,0,0,10,0,SPU_012488,0,FALSE
191,Scaffold1031.102417.102417,0,0,0,0,7.692307692,0,5.882352941,0,0,6.666666667,0,0,SPU_012488,0,FALSE
192,Scaffold1031.102421.102421,0,0,6.666666667,0,0,0,0,0,0,0,0,0,SPU_012488,0,FALSE
193,Scaffold1031.103849.103849,100,100,100,100,100,86.8852459,85,82.14285714,100,100,100,100,SPU_012495,100,TRUE
194,Scaffold1037.172316.172316,100,87.21804511,94.96402878,99.25925926,100,96.32352941,95,100,85.50724638,98.42519685,98.41269841,100,SPU_024830,98.41894763,TRUE
195,Scaffold1037.172320.172320,97.46835443,96.2406015,95.68345324,99.25925926,96.36363636,96.32352941,98.33333333,100,91.17647059,100,100,100,SPU_024830,97.90084388,TRUE
196,Scaffold104.3142.3142,14.75409836,0,21.73913043,3.149606299,6.976744186,5.172413793,1.333333333,2.564102564,0,1.801801802,0,0,SPU_011325,2.182952183,TRUE
197,Scaffold104.340710.340710,100,97.14285714,87.12121212,94.82288828,95.11494253,95.74944072,91.10320285,93.91891892,90.10989011,98.73015873,97.2361809,97.8021978,SPU_011092,95.43219162,TRUE
